Facility ID,casemixindex,cases,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating,Total Number of Discharges,Sum Predicted Readmissions,Sum Expected Readmissions,Total Excess Readmission Ratio
330181,1.6591,"1,392",1.056921,1.052981,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,336,61.171299,62.085632,0.9853
330182,2.2895,"10,470",1.013818,1.011402,0,Voluntary non-profit - Church,Voluntary non-profit,Church,5,4787,767.128711,727.943289,1.0538
330184,1.6368,"1,853",1.066511,1.122581,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,833,104.287651,103.430739,1.0083
330185,1.8301,"3,909",1.048294,1.026054,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1473,304.150578,296.569915,1.0256
330188,1.5033,736,0.981184,0.982659,1,Voluntary non-profit - Church,Voluntary non-profit,Church,3,280,55.647828,52.954843,1.0509
330191,1.5706,"2,942",0.968129,1.004222,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1057,207.241232,197.07479,1.0516
330193,1.9803,"1,617",1.14093,1.183751,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,427,88.77275,86.753854,1.0233
330194,2.2274,"7,609",1.045886,1.024522,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,2944,567.604349,551.186005,1.0298
330195,1.7852,"11,906",1.043059,1.079393,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,3409,560.20225,534.832152,1.0474
330196,1.8925,"3,019",1.069426,1.087017,0,Government - Local,Government,Local,1,998,218.434277,212.379577,1.0285
330197,1.3924,"1,338",0.858894,0.911026,5,Voluntary non-profit - Private,Voluntary non-profit,Private,2,530,106.690161,100.56433,1.0609
330198,1.9321,"6,132",1.045637,1.057286,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,2387,461.879864,441.187035,1.0469
330202,1.7062,"1,482",0.909584,1.036249,0,Government - Local,Government,Local,2,194,36.526873,33.636219,1.0859
330203,1.7495,"4,273",0.964849,0.996745,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1575,246.486989,217.809191,1.1317
330204,2.0349,"1,673",0.96105,0.970677,2,Government - Local,Government,Local,1,145,29.359776,28.544228,1.0286
330205,1.6071,610,1.009587,1.025449,0,Voluntary non-profit - Church,Voluntary non-profit,Church,5,251,43.554486,44.716991,0.974
330208,1.5754,"2,766",1.033876,1.084406,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,815,181.447765,163.207595,1.1118
330211,1.3783,675,0.950622,0.962034,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,172,28.324368,28.275645,1.0017
330214,2.1925,"24,647",1.028393,1.053706,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,7074,1021.020388,1048.726415,0.9736
330215,1.6657,751,0.970409,0.979681,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,338,62.462513,59.940458,1.0421
330218,1.5048,896,0.986827,0.985617,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,491,93.413316,94.060192,0.9931
330221,1.6709,"1,305",0.960408,1.037839,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,305,62.61454,57.873413,1.0819
330222,1.5741,"2,769",0.892154,0.863344,8,Voluntary non-profit - Private,Voluntary non-profit,Private,4,921,176.167245,174.582123,1.0091
330223,1.2913,382,0.821728,0.935319,4,Government - Local,Government,Local,1,215,40.244119,37.266262,1.0799
330224,1.4236,"2,264",0.979322,1.124426,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,137,25.836587,25.187446,1.0258
330226,1.7395,"2,887",0.913705,0.918434,5,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1060,176.263255,158.953737,1.1089
330229,1.3578,458,0.948434,0.977586,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,64,13.286016,12.548608,1.0588
330231,1.6071,980,0.912962,0.926372,4,Government - Local,Government,Local,2,250,52.166146,49.692578,1.0498
330233,1.8787,"2,689",0.982227,1.04615,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,332,76.241601,73.92972,1.0313
330234,2.3253,"5,580",1.10762,1.107623,0,Government - Hospital District or Authority,Government,Hospital District or Authority,1,1391,207.74277,201.733263,1.0298
330235,1.4701,"1,598",0.90622,0.898821,6,Voluntary non-profit - Private,Voluntary non-profit,Private,2,716,156.025732,146.589804,1.0644
330236,1.9585,"5,633",1.021298,1.063118,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1717,351.803408,334.856554,1.0506
330238,1.364,562,0.875347,0.904361,6,Voluntary non-profit - Private,Voluntary non-profit,Private,2,193,34.121243,33.666488,1.0135
330239,1.5089,"1,261",0.973137,0.979131,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,491,89.98347,89.371948,1.0068
330240,1.7873,931,1.077682,1.187162,0,Government - Local,Government,Local,1,119,24.102848,22.616741,1.0657
330241,1.943,"6,741",1.027224,1.036384,0,Government - State,Government,State,2,1122,209.817848,199.451255,1.052
330245,1.9542,"2,560",1.012676,1.057409,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1502,236.340346,235.212787,1.0048
330246,1.5688,"1,954",1.049532,1.076348,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,847,101.626538,100.982042,1.0064
330250,1.6038,"3,039",0.978496,0.974382,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1282,246.028428,244.478498,1.0063
330259,1.6277,"2,189",1.159088,1.21574,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,697,130.203732,130.102886,1.0008
330261,1.7257,"2,445",1.049339,1.07324,0,Voluntary non-profit - Other,Voluntary non-profit,Other,3,978,119.099258,121.003636,0.9843
330264,1.5928,"2,828",1.01345,1.064236,0,Voluntary non-profit - Other,Voluntary non-profit,Other,3,1325,217.794679,217.080311,1.0033
330265,1.3732,458,0.873554,0.916122,5,Voluntary non-profit - Private,Voluntary non-profit,Private,2,68,13.78802,13.532612,1.0189
330267,1.5293,"2,653",1.064109,1.053406,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1146,183.296228,191.580354,0.9568
330270,2.5066,"4,788",0.922086,0.914059,5,Voluntary non-profit - Private,Voluntary non-profit,Private,5,6307,157.063221,239.407413,0.656
330273,1.6695,"1,514",1.007236,1.008493,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,632,123.179212,116.74382,1.0551
330276,1.5381,481,0.905183,0.94869,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,90,14.95854,14.35149,1.0423
330277,1.4809,"1,104",0.893618,0.939565,4,Voluntary non-profit - Private,Voluntary non-profit,Private,3,458,82.31093,80.845493,1.0181
330279,1.9696,"3,368",0.988118,0.999543,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,927,165.233393,166.551414,0.9921
330285,2.4278,"6,584",0.937609,0.952832,3,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1099,231.434054,219.115378,1.0562
330286,2.0312,"6,578",1.066111,1.079872,0,Voluntary non-profit - Church,Voluntary non-profit,Church,1,2403,476.702658,427.734384,1.1145
330304,1.7602,"6,465",1.012628,1.026062,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1971,362.702295,331.310006,1.0948
330307,1.5512,"1,796",0.947063,1.002482,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,628,106.568204,108.621771,0.9811
330331,1.5855,"3,440",1.064582,1.095165,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1175,204.039045,192.656451,1.0591
330332,1.5045,"2,574",1.134415,1.096146,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,982,187.637965,174.855312,1.0731
330350,1.8834,"1,168",1.06886,1.002553,0,Government - State,Government,State,1,214,52.29302,48.635502,1.0752
330386,1.5398,"1,169",0.947463,0.962525,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,500,98.242506,94.215878,1.0427
330393,1.9197,"13,693",1.017651,1.038118,0,Government - State,Government,State,4,4240,730.365186,726.00066,1.006
330394,2.0742,"3,879",0.949175,0.976797,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1392,249.114833,244.146973,1.0203
330395,1.8647,"1,513",1.155715,1.145383,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,451,91.923577,85.351631,1.077
330399,2.0424,951,1.047751,1.037567,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,104,25.010516,23.9475,1.0444
330401,1.5057,"4,384",1.031782,1.058955,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,1222,216.205655,235.224388,0.9191
340001,1.8753,"6,043",0.980313,0.968117,2,Government - Hospital District or Authority,Government,Hospital District or Authority,4,2342,364.204752,410.762832,0.8867
340002,2.136,"12,171",1.001034,0.999726,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,5336,685.023434,802.500718,0.8536
340003,1.3968,"1,287",0.909253,0.871264,8,Government - Hospital District or Authority,Government,Hospital District or Authority,4,529,88.192368,95.205701,0.9263
340004,1.6712,"2,500",0.986961,0.951055,3,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1032,197.510553,192.135212,1.028
340008,1.6451,"1,505",0.927172,0.888132,7,Voluntary non-profit - Private,Voluntary non-profit,Private,2,572,111.768738,105.753541,1.0569
340010,1.7802,"3,127",0.940944,0.937753,4,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1157,215.062479,219.451031,0.98
340014,1.9641,"8,761",0.982642,0.977855,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,3902,585.640043,577.483305,1.0141
340015,1.7812,"2,115",0.972916,1.004432,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,933,143.442239,138.424871,1.0362
340016,1.6667,984,0.989077,1.059919,0,Proprietary,Proprietary,,3,550,87.908166,85.394888,1.0294
340017,1.7295,"2,740",0.954242,0.960134,2,Government - Local,Government,Local,4,1380,159.161117,165.692253,0.9606
340020,1.5037,"1,073",0.955129,0.949307,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,492,95.813676,93.725403,1.0223
340021,1.5503,"3,314",0.953432,0.95472,3,Government - Hospital District or Authority,Government,Hospital District or Authority,3,1179,209.794593,222.144233,0.9444
340023,1.7797,"1,039",0.923472,0.947436,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,304,48.759603,52.380251,0.9309
340024,1.496,758,0.897939,0.893521,6,Government - Local,Government,Local,4,408,82.068092,75.853404,1.0819
340027,1.6522,"2,076",0.928991,0.948221,3,Voluntary non-profit - Private,Voluntary non-profit,Private,2,931,192.664883,183.848551,1.048
340028,1.7583,"7,701",0.975367,0.959382,2,Voluntary non-profit - Private,Voluntary non-profit,Private,1,2713,534.331989,499.306537,1.0701
340030,2.6288,"10,555",0.965419,0.965332,2,Proprietary,Proprietary,,5,2762,436.471021,438.079207,0.9963
340032,1.8864,"5,686",0.953236,0.945038,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2547,413.322174,406.51704,1.0167
340039,1.5869,"2,251",0.925902,0.937159,4,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1141,179.029625,176.467473,1.0145
340040,2.2328,"10,745",0.972161,0.999342,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,4436,737.238208,715.981634,1.0297
340041,1.7446,"1,213",0.987272,0.94772,3,Voluntary non-profit - Other,Voluntary non-profit,Other,3,354,68.607133,68.780912,0.9975
340042,1.6427,"1,607",0.948917,0.901899,6,Government - Hospital District or Authority,Government,Hospital District or Authority,2,695,137.780745,131.631827,1.0467
340047,2.3947,"7,531",0.97422,1.002999,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1821,332.80285,343.970904,0.9675
340050,1.5455,"2,952",0.897536,0.912257,5,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1143,226.301586,226.692719,0.9983
340051,1.7179,"1,397",0.950462,0.960793,2,Government - Local,Government,Local,5,565,76.712497,77.026663,0.9959
340053,2.3403,"5,170",0.989537,0.97875,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2110,272.858993,270.571993,1.0085
340060,1.3731,527,0.910326,0.909787,5,Voluntary non-profit - Private,Voluntary non-profit,Private,1,296,47.770538,46.689872,1.0231
340061,2.4138,"7,166",0.985277,0.992073,0,Government - State,Government,State,5,1391,215.853649,221.416766,0.9749
340064,1.513,646,0.987098,0.987661,1,Government - Local,Government,Local,1,218,39.248498,38.8932,1.0091
340068,1.6767,"1,246",0.958664,0.972049,1,Voluntary non-profit - Other,Voluntary non-profit,Other,2,479,90.486645,88.225213,1.0256
340069,2.0382,"7,231",1.012914,1.025487,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2464,377.358012,407.447525,0.9262
340070,1.7366,"2,350",0.904037,0.911732,5,Voluntary non-profit - Private,Voluntary non-profit,Private,2,924,171.527927,175.231379,0.9789
340071,1.5217,"1,422",0.921173,0.895981,6,Voluntary non-profit - Private,Voluntary non-profit,Private,2,566,110.643222,104.938028,1.0544
340073,2.052,"3,449",0.960245,0.95139,3,Voluntary non-profit - Private,Voluntary non-profit,Private,5,803,159.20032,157.948125,1.0079
340075,1.6557,"1,419",0.923556,0.958358,2,Proprietary,Proprietary,,3,514,93.072327,96.928261,0.9602
340085,1.4835,597,0.952589,0.912739,5,Voluntary non-profit - Private,Voluntary non-profit,Private,2,281,51.515421,50.725223,1.0156
340087,1.4882,511,0.914994,0.926835,4,Voluntary non-profit - Private,Voluntary non-profit,Private,5,226,40.348583,41.273089,0.9776
340090,1.6485,"2,931",0.973272,0.911203,5,Government - Hospital District or Authority,Government,Hospital District or Authority,3,1160,237.896939,225.094989,1.0569
340096,1.4972,766,0.951995,0.908257,6,Voluntary non-profit - Private,Voluntary non-profit,Private,2,366,46.897341,45.416475,1.0326
340097,1.4651,918,1.026154,0.954436,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,467,85.953833,80.357194,1.0696
340098,1.7202,"5,058",0.972716,0.981242,1,Government - Hospital District or Authority,Government,Hospital District or Authority,3,2418,335.297861,337.917717,0.9922
340099,1.6373,"1,089",0.954626,0.922291,5,Voluntary non-profit - Private,Voluntary non-profit,Private,3,450,88.589076,82.612502,1.0723
340107,1.7852,959,0.963234,0.969128,2,Government - Local,Government,Local,2,428,84.918698,80.033196,1.061
340109,1.7349,"1,843",0.954796,0.944358,3,Government - Hospital District or Authority,Government,Hospital District or Authority,2,843,163.635473,171.284509,0.9553
340113,2.4368,"10,147",0.984847,0.984562,1,Government - Hospital District or Authority,Government,Hospital District or Authority,2,2404,340.638447,348.730415,0.9768
340114,2.1116,"8,350",0.926045,0.942097,3,Government - State,Government,State,5,4018,527.436727,555.582313,0.9493
340115,1.9346,"7,329",0.896276,0.89756,6,Voluntary non-profit - Private,Voluntary non-profit,Private,4,4183,568.597998,600.734867,0.9465
340116,1.8589,"2,085",0.941017,0.976991,1,Proprietary,Proprietary,,3,1214,211.169637,206.381857,1.0232
340119,1.4514,"1,189",0.971086,0.97011,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,558,109.8081,105.174666,1.0441
340120,1.4116,845,0.967422,0.960749,2,Government - Local,Government,Local,4,371,72.202446,70.012821,1.0313
340123,1.4316,700,0.930479,0.935424,4,Voluntary non-profit - Private,Voluntary non-profit,Private,2,369,69.288827,67.929597,1.02
340126,1.7408,"2,158",0.962585,0.95494,3,Voluntary non-profit - Private,Voluntary non-profit,Private,1,1135,220.034215,211.29431,1.0414
340127,1.6528,492,0.881799,0.922429,5,Government - Local,Government,Local,4,167,28.451616,29.386279,0.9682
340129,1.8309,997,0.933885,0.929203,4,Proprietary,Proprietary,,2,478,86.586459,84.69277,1.0224
340130,1.605,"2,640",0.970946,0.95719,2,Government - Hospital District or Authority,Government,Hospital District or Authority,4,1095,190.937406,203.338202,0.939
340131,1.8035,"5,643",0.92278,0.907199,6,Government - Hospital District or Authority,Government,Hospital District or Authority,4,2595,408.32422,414.272673,0.9856
340132,1.632,"1,164",0.946575,0.92642,4,Proprietary,Proprietary,,3,496,98.503961,93.083439,1.0582
340141,2.0672,"11,746",0.967699,0.96763,2,Government - Local,Government,Local,2,4896,673.246767,709.993815,0.9482
340142,1.5448,"2,248",0.936979,0.912654,5,Proprietary,Proprietary,,3,1320,184.43674,188.120063,0.9804
340143,1.9334,"2,042",0.929698,0.949699,3,Voluntary non-profit - Other,Voluntary non-profit,Other,4,838,134.067552,145.241059,0.9231
340144,1.5331,369,0.963824,0.93827,4,Proprietary,Proprietary,,2,104,19.436948,18.966532,1.0248
340145,1.4557,"1,394",0.934289,0.997084,0,Government - Hospital District or Authority,Government,Hospital District or Authority,5,670,119.248874,127.288098,0.9368
340147,1.616,"3,543",0.968443,0.98749,1,Government - Hospital District or Authority,Government,Hospital District or Authority,4,1311,249.89253,244.525591,1.0219
340151,1.617,"1,527",0.923959,0.943472,3,Voluntary non-profit - Private,Voluntary non-profit,Private,2,866,148.473904,135.248824,1.0978
340155,1.8388,"3,659",0.956676,0.954215,3,Government - Local,Government,Local,4,1529,223.651173,232.196983,0.9632
340158,1.5893,"1,610",0.914744,0.928828,4,Voluntary non-profit - Other,Voluntary non-profit,Other,4,671,118.777491,110.503644,1.0749
340166,1.6215,"1,144",0.934784,0.993055,0,Government - Hospital District or Authority,Government,Hospital District or Authority,3,390,68.276706,71.630513,0.9532
340171,1.5557,"2,595",0.959694,0.926076,4,Voluntary non-profit - Other,Voluntary non-profit,Other,4,1284,216.372716,224.062496,0.9657
340173,1.5686,"3,479",0.969891,0.955483,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1263,193.334149,194.739214,0.9928
340183,1.513,"1,880",0.955654,0.979552,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,866,119.508074,114.085264,1.0475
340184,1.696,"1,382",0.961174,0.935237,4,Government - Hospital District or Authority,Government,Hospital District or Authority,3,702,128.31963,120.562202,1.0643
340188,1.4289,475,0.922083,0.834292,10,Voluntary non-profit - Private,Voluntary non-profit,Private,5,55,10.86712,10.677535,1.0178
340190,1.3753,668,0.9672,0.898502,6,Voluntary non-profit - Private,Voluntary non-profit,Private,5,81,15.986079,16.484472,0.9698
350002,2.0011,"2,497",0.90581,0.947584,3,Voluntary non-profit - Church,Voluntary non-profit,Church,4,935,132.661852,143.437319,0.9249
350006,1.9173,"2,955",0.942976,0.962382,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,891,164.071305,158.936722,1.0323
